Department_Name	Shift_Date	Shift_Type	Staff_Category	Staff_Subclass	Total_Assigned_Staff
Χειρουργικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	1
Χειρουργικό Τμήμα	2026-01-03	Morning	Nurse	Head	2
Χειρουργικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	7
Χειρουργικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-03	Evening	Doctor	Ουρολόγος	3
Χειρουργικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	4
Χειρουργικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	2
Χειρουργικό Τμήμα	2026-01-03	Evening	Nurse	Head	3
Χειρουργικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	6
Χειρουργικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-04	Morning	Admin	Υπεύθυνος Λογιστηρίου	1
Χειρουργικό Τμήμα	2026-01-04	Morning	Doctor	Γυναικολόγος	1
Χειρουργικό Τμήμα	2026-01-04	Morning	Doctor	Ορθοπεδικός	1
Χειρουργικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Χειρουργικό Τμήμα	2026-01-04	Morning	Doctor	Παιδίατρος	1
Χειρουργικό Τμήμα	2026-01-04	Morning	Doctor	Ψυχίατρος	1
Χειρουργικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	1
Χειρουργικό Τμήμα	2026-01-04	Morning	Nurse	Head	2
Χειρουργικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	7
Χειρουργικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-04	Evening	Doctor	Ουρολόγος	3
Χειρουργικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	4
Χειρουργικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	2
Χειρουργικό Τμήμα	2026-01-04	Evening	Nurse	Head	3
Χειρουργικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	6
Χειρουργικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-05	Morning	Admin	Υπεύθυνος Λογιστηρίου	1
Χειρουργικό Τμήμα	2026-01-05	Morning	Doctor	Γυναικολόγος	1
Χειρουργικό Τμήμα	2026-01-05	Morning	Doctor	Ορθοπεδικός	1
Χειρουργικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Χειρουργικό Τμήμα	2026-01-05	Morning	Doctor	Παιδίατρος	1
Χειρουργικό Τμήμα	2026-01-05	Morning	Doctor	Ψυχίατρος	1
Χειρουργικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	1
Χειρουργικό Τμήμα	2026-01-05	Morning	Nurse	Head	2
Χειρουργικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	7
Χειρουργικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Χειρουργικό Τμήμα	2026-01-05	Evening	Doctor	Ουρολόγος	3
Χειρουργικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	4
Χειρουργικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	2
Χειρουργικό Τμήμα	2026-01-05	Evening	Nurse	Head	3
Χειρουργικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	6
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Doctor	Γυναικολόγος	2
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Doctor	Ψυχίατρος	2
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Nurse	Assistant	2
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Nurse	Head	2
Ψυχιατρικό Τμήμα	2026-01-01	Morning	Nurse	Nurse	12
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Admin	Καταχώρηση Δεδομένων	1
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Doctor	Δερματολόγος	2
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Doctor	Ψυχίατρος	1
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Nurse	Assistant	1
Ψυχιατρικό Τμήμα	2026-01-01	Evening	Nurse	Nurse	11
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Doctor	Γυναικολόγος	2
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Doctor	Ψυχίατρος	2
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Nurse	Assistant	2
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Nurse	Head	2
Ψυχιατρικό Τμήμα	2026-01-02	Morning	Nurse	Nurse	12
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Admin	Καταχώρηση Δεδομένων	1
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Doctor	Δερματολόγος	2
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Doctor	Ψυχίατρος	1
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Nurse	Assistant	1
Ψυχιατρικό Τμήμα	2026-01-02	Evening	Nurse	Nurse	11
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Doctor	Γυναικολόγος	2
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Doctor	Ψυχίατρος	2
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Nurse	Assistant	2
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Nurse	Head	2
Ψυχιατρικό Τμήμα	2026-01-03	Morning	Nurse	Nurse	12
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Admin	Καταχώρηση Δεδομένων	1
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Doctor	Δερματολόγος	2
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Doctor	Ψυχίατρος	1
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Nurse	Assistant	1
Ψυχιατρικό Τμήμα	2026-01-03	Evening	Nurse	Nurse	11
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Doctor	Γυναικολόγος	2
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Doctor	Ψυχίατρος	2
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Nurse	Assistant	2
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Nurse	Head	2
Ψυχιατρικό Τμήμα	2026-01-04	Morning	Nurse	Nurse	12
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Admin	Καταχώρηση Δεδομένων	1
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Doctor	Δερματολόγος	2
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Doctor	Ψυχίατρος	1
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Nurse	Assistant	1
Ψυχιατρικό Τμήμα	2026-01-04	Evening	Nurse	Nurse	11
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Doctor	Γυναικολόγος	2
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Doctor	Ψυχίατρος	2
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Nurse	Assistant	2
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Nurse	Head	2
Ψυχιατρικό Τμήμα	2026-01-05	Morning	Nurse	Nurse	12
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Admin	Καταχώρηση Δεδομένων	1
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Doctor	Δερματολόγος	2
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	3
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Doctor	Ψυχίατρος	1
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Nurse	Assistant	1
Ψυχιατρικό Τμήμα	2026-01-05	Evening	Nurse	Nurse	11
ΩΡΛ Τμήμα	2026-01-01	Morning	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-01	Morning	Doctor	Γυναικολόγος	1
ΩΡΛ Τμήμα	2026-01-01	Morning	Doctor	Ουρολόγος	1
ΩΡΛ Τμήμα	2026-01-01	Morning	Doctor	Παθολόγος	3
ΩΡΛ Τμήμα	2026-01-01	Morning	Nurse	Assistant	3
ΩΡΛ Τμήμα	2026-01-01	Morning	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-01	Morning	Nurse	Nurse	5
ΩΡΛ Τμήμα	2026-01-01	Evening	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-01	Evening	Doctor	Δερματολόγος	1
ΩΡΛ Τμήμα	2026-01-01	Evening	Doctor	Παθολόγος	4
ΩΡΛ Τμήμα	2026-01-01	Evening	Nurse	Assistant	2
ΩΡΛ Τμήμα	2026-01-01	Evening	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-01	Evening	Nurse	Nurse	10
ΩΡΛ Τμήμα	2026-01-02	Morning	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-02	Morning	Doctor	Γυναικολόγος	1
ΩΡΛ Τμήμα	2026-01-02	Morning	Doctor	Ουρολόγος	1
ΩΡΛ Τμήμα	2026-01-02	Morning	Doctor	Παθολόγος	3
ΩΡΛ Τμήμα	2026-01-02	Morning	Nurse	Assistant	3
ΩΡΛ Τμήμα	2026-01-02	Morning	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-02	Morning	Nurse	Nurse	5
ΩΡΛ Τμήμα	2026-01-02	Evening	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-02	Evening	Doctor	Δερματολόγος	1
ΩΡΛ Τμήμα	2026-01-02	Evening	Doctor	Παθολόγος	4
ΩΡΛ Τμήμα	2026-01-02	Evening	Nurse	Assistant	2
ΩΡΛ Τμήμα	2026-01-02	Evening	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-02	Evening	Nurse	Nurse	10
ΩΡΛ Τμήμα	2026-01-03	Morning	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-03	Morning	Doctor	Γυναικολόγος	1
ΩΡΛ Τμήμα	2026-01-03	Morning	Doctor	Ουρολόγος	1
ΩΡΛ Τμήμα	2026-01-03	Morning	Doctor	Παθολόγος	3
ΩΡΛ Τμήμα	2026-01-03	Morning	Nurse	Assistant	3
ΩΡΛ Τμήμα	2026-01-03	Morning	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-03	Morning	Nurse	Nurse	5
ΩΡΛ Τμήμα	2026-01-03	Evening	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-03	Evening	Doctor	Δερματολόγος	1
ΩΡΛ Τμήμα	2026-01-03	Evening	Doctor	Παθολόγος	4
ΩΡΛ Τμήμα	2026-01-03	Evening	Nurse	Assistant	2
ΩΡΛ Τμήμα	2026-01-03	Evening	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-03	Evening	Nurse	Nurse	10
ΩΡΛ Τμήμα	2026-01-04	Morning	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-04	Morning	Doctor	Γυναικολόγος	1
ΩΡΛ Τμήμα	2026-01-04	Morning	Doctor	Ουρολόγος	1
ΩΡΛ Τμήμα	2026-01-04	Morning	Doctor	Παθολόγος	3
ΩΡΛ Τμήμα	2026-01-04	Morning	Nurse	Assistant	3
ΩΡΛ Τμήμα	2026-01-04	Morning	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-04	Morning	Nurse	Nurse	5
ΩΡΛ Τμήμα	2026-01-04	Evening	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-04	Evening	Doctor	Δερματολόγος	1
ΩΡΛ Τμήμα	2026-01-04	Evening	Doctor	Παθολόγος	4
ΩΡΛ Τμήμα	2026-01-04	Evening	Nurse	Assistant	2
ΩΡΛ Τμήμα	2026-01-04	Evening	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-04	Evening	Nurse	Nurse	10
ΩΡΛ Τμήμα	2026-01-05	Morning	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-05	Morning	Doctor	Γυναικολόγος	1
ΩΡΛ Τμήμα	2026-01-05	Morning	Doctor	Ουρολόγος	1
ΩΡΛ Τμήμα	2026-01-05	Morning	Doctor	Παθολόγος	3
ΩΡΛ Τμήμα	2026-01-05	Morning	Nurse	Assistant	3
ΩΡΛ Τμήμα	2026-01-05	Morning	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-05	Morning	Nurse	Nurse	5
ΩΡΛ Τμήμα	2026-01-05	Evening	Admin	Βοηθός Βάρδιας	2
ΩΡΛ Τμήμα	2026-01-05	Evening	Doctor	Δερματολόγος	1
ΩΡΛ Τμήμα	2026-01-05	Evening	Doctor	Παθολόγος	4
ΩΡΛ Τμήμα	2026-01-05	Evening	Nurse	Assistant	2
ΩΡΛ Τμήμα	2026-01-05	Evening	Nurse	Head	1
ΩΡΛ Τμήμα	2026-01-05	Evening	Nurse	Nurse	10
