substance_name	allergic_patients_count	medications_count
Cobalt Gluconate, Manganese Gluconate	0	1
Diethylstilbestrol	0	2
Lidocaine Hydrochloride	0	123
Belladonna Dry Extract, Papaverine Hydrochloride	0	2
Idarubicin Hydrochloride	0	15
Promethazine Hydrochloride Bp	0	1
Sulfur D6, Cartilago Suis D6, Coenzym A D8, Embryo Totalis Suis D6, Acidum Thiocticum D8, Arnica Montana D4, Funiculus Umbilicalis Suis D6, Nadidum...	0	4
Enoxaparin Sodium	0	58
Mepivacaine Hydrochloride	0	54
Calcium Saccharate Tetrahydrate, Calcium Gluconate Monohydrate	0	1
Valaciclovir Hydrochloride Monohydrate	0	2
Amlodipine Besilate, Candesartan Cilexetil	0	24
Formoterol Fumarate Dihydrate Ph.Eur.	0	1
Onopordum Acanthium, Flos Rec., Ethanol. Digestio 1:3,1 Cum 0,1 % Hyoscyamus Ø, Primula Veris, Flos Rec., Ethanol. Digestio 1:3,1 Cum 0,1 % Hyoscya...	0	1
Cimicifuga Racemosa Extract	0	4
Deoxyribonucleic Acid, Interferon Gamma, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Toxo, Tumor Necrosis Factor-Alpha	0	1
Lamivudine, Dolutegravir	0	1
Atropinum Sulfuricum Dil. D5, Hydrargyrum Bicyanatum Dil. D8, Aconitinum D5	0	2
Hydrochlorothiazide, Candesartan Cilexetil	0	174
Potassium Chloride, Potassium Glycerophosphate	0	1
Sorbitan Trioleate, Polysorbate 80, Sodium Citrate, Squalene, Citric Acid, Influenza Virus A/Turkey/Turkey/1/2005 (H5n1) Nibrg-23 Strain, Inactivat...	0	1
Dry Extract Of Senna Pods (5.6-6.8:1), Adjusted To 12.5 Mg Of Hydroxyanthracene Glycosides, Expressed As Sennoside B, Extraction Solvent: Methanol ...	0	1
Marshmallow Root, Iceland Moss, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root	0	1
Bupivacaine Hydrochloride, Methylprednisolone Acetate	0	2
Salicylic Acid Ph. Eur.	0	2
Trametinib	0	2
Allium Cepa Ferm 34a Dil. D2, Arnica Montana E Planta Tota Ferm 33c Dil. D4 (Hab, Vs. 33c), Articulatio Subtalaris Bovis Gl Dil. D8 (Hab, Vs. 41b),...	0	1
Ferrum Oxydulatum Nigrum Dil. D6 (Hab, Vs. 6), Nontronit Dil. D6, Urtica Dioica E Planta Tota Ferm 33c Dil. D7 (Hab, Vs. 33c), Pimpinella Anisum E ...	0	1
Nicotiana Tabacum Dil D6, Aesculus Hippocastanum Dil. D6, Potentilla Anserina Dil. D6, Cuprum Aceticum Dil. D6, Veratrum Album Dil. D6, Secale Corn...	0	1
Chlorhexidine Digluconate Solution Pheur	0	1
Artichoke Leaf Dry Extract (5.8-7.5:1), Extraction Agent: Water, Dry Extract Of Milk Thistle Fruit (25-40:1), Extraction Solvent: Acetone	0	1
Cuprum Arsenicosum D12, Natrium Tetrachloroauratum D12, Kalium Arsenicosum D12, Calcarea Phosphorica D6, Magnesium Phosphoricum D6, Kalium Bromatum...	0	1
Helleborus Niger D30	0	1
Phytolacca Americana Dil. D4, Phytolacca Americana Dil. D200, Phytolacca Americana Dil. D30, Phytolacca Americana Dil. D12	0	1
Sodium Ferric Gluconate Complex	0	2
Dry Extract From Arctium Lappa Root, Equivalent To 798 Mg – 1596 Mg Of Arctium Lappa Root, Extraction Solvent: Ethanol 70% (V/V)	0	5
Magaldrate	0	8
Bicisate Dihydrochloride	0	4
Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Dexpanthenol, Nicoti...	0	5
Thymalfasin	0	1
Acidum Silicicum Dil. D30, Acidum Silicicum Dil. D200, Acidum Silicicum Dil. D1000, Acidum Silicicum Dil. D12	0	1
Eupatorium Purpureum D6, Equisetum Hiemale D6, Berberis Vulgaris D4, Solanum Dulcamara D6	0	1
Mycobacterium Bovis, Danish Strain 1331	0	18
Cefoxitin	0	5
Whiting	0	6
Argentum Metallicum Dil. D18 Aquos., Atropa Belladonna E Fructibus Ferm 33a Dil. D2 (Hab, Vs. 33a), Echinacea Pallida E Radice Ferm 33d Ø (Hab, Vs....	0	1
Colecalciferol, Calcium Carbonate, Saccharomyces Cerevisiae	0	1
Glycerol, Zinc Oxide, Calamine Bp	0	1
Pentetreotide, Indium (111in) Chloride	0	1
Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Algeldrate	0	2
Liquid Extract From Hawthorn Fruit And Valerian Root (1:1), Extraction Solvent: Ethanol 50% (V/V)	0	1
Benzododecinium Bromide, Polysorbate 80	0	1
Iodine (123i) Iobenguane, Iobenguane Sulfate I-123	0	1
Pulsatilla Pratensis D8, Rhus Toxicodendron D6, Arnica Montana D8, Ledum Palustre D6, Filipendula Ulmaria D6	0	1
Tartaric Acid, Aluminium Potassium Sulphate Dodecahydrate, Citric Acid Monohydrate	0	1
2,4 Dichlorobenzyl Alcohol, Cetrimide Ph. Eur., Allantoin Bp	0	1
Ergocalciferol	0	5
Methoxyflurane 99.9%	0	5
Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D4	0	1
Valpromide	0	1
Anamirta Cocculus D4, Argentum Nitricum D6, Conium Maculatum D6	0	1
Ganciclovir	0	16
Pamidronate Sodium	0	1
Clebopride Hydrogen Maleate	0	4
Dexpanthenol, Nicotinamide, Pyridoxine, Dry Extract Of Hawthorn Leaf And Flower (4-7:1), Extraction Solvent: Methanol 70%v/V, Dry Extract From Gins...	0	1
Levodopa	0	1
Bacillus Firmus E Volumine Ex Muris Cellulae (Lyophil., Steril.) D6	0	1
Hyoscyamus Niger Dil. D6, Anamirta Cocculus Dil D6, Strophanthus Gratus Dil. D4, Zincum Isovalerianicum Dil. D12, Coffea Arabica Dil. D12, Avena Sa...	0	1
Prednisolone Caproate, Dexpanthenol, Lidocaine Hydrochloride	0	1
Strontium Chloride, Rubidium Chloride Rb-82	0	1
Echinacea Purpurea	0	1
Melissa Leaf, Passiflorae Herba, Menthae Piperitae Folium, Valerianae Radix	0	7
Calcium Carbonicum Hahnemanni Trit. D6, Urtica (Hab 1934) Trit D2, Solanum Dulcamara Trit D2, Apis Mellifica Trit D2	0	1
Tropicamide	0	32
Aluminium Phosphate, Tetanus Toxoid Adsorbed On Aluminium Phosphate	0	1
Nutmeg Oil, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil, Spike Lavender Oil, Chinese Cinnamon Oil, Spanish Sage Oil, Extract From Melissa Le...	0	1
Chlorpromazine Hydrochloride Bp	0	4
Dabigatran Etexilate	0	183
Ketorolac, Phenylephrine	0	1
Asenapine Maleate	0	1
Hordeum Vulgare Pollen Extract, Avena Sativa Pollen Extract, Secale Cereale Pollen Extract, Triticum Aestivum Pollen Extract	0	2
Plantago Major Ø, Echinacea Angustifolia Mother Tincture	0	2
Sodium Pyridine-2-Thiol-N-Oxide	0	1
Dry Extract From Valerian Root (5-8:1)	0	1
Magnesium Oxide	0	11
Brimonidine Tartrate	0	84
Robinia Pseudoacacia L.	0	19
Tincture From Peppermint Leaves (1:20), Extraction Solvent: Ethanol 90% (V/V), Essential Oil Of Peppermint	0	1
Aflibercept	0	14
Ezetimibe, Rosuvastatin Zinc	0	11
Natrium Sulfuricum D3, Juglans Regia D4, Natrum Phosphoricum D2, Ferrum Phosphoricum D2, Rubia Tinctorum D3, Calcarea Carbonica Ostrearum D2, Calca...	0	1
Chamomilla Recutita Cupro Culta, Radix Rh Dil. D3	0	1
Zoledronic Acid	0	62
Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Cerebellum Suis Gl Dil. D15 (Ha...	0	1
Corpus Pineale Suis D8, Glandula Suprarenalis Suis D10, Thalamus Opticus Suis D8, Viscum Album D10	0	1
Guajacum D15, Lobaria Pulmonaria D15, Cistus Canadensis D15	0	1
Phenprocoumon	0	8
Smectite	0	1
Donidalorsen	0	1
Lorazepam	0	99
Betamethasone Sodium Phosphate, Naphazoline Nitrate, Tetracycline Hydrochloride	0	1
Ivosidenib	0	1
Ramipril, Amlodipine Besilate	0	33
Tetracosactide	0	6
Achillea Millefolium Dil D 2, Arnica Montana Dil. D 2	0	1
Ethanol (96 Per Cent), Propanol	0	2
Mint Oil	0	4
Carfilzomib	0	1
Viscum Album Abietis Ex Herba Recente Col. D20	0	1
Apis Mellifica Dil. D12, Ferrum Phosphoricum Dil. D 10, Echinacea Dil D4, Lachesis Dil. D10, Hepar Sulfuris Dil. D10, Baptisia Tinctoria Dil. D4	0	1
Ginkgo Bilobae Extractum Siccum Normatum	0	3
Parietaria Judaica Pollen Extract	0	3
Cochlearia Officinalis D5, Euphrasia D5, Pilocarpus D5, Echinacea D5	0	2
Digoxin Ph. Eur.	0	3
Lidocaine Hydrochloride Monohydrate, Clodronate Disodium	0	3
Belumosudil	0	1
Imidapril Hydrochloride	0	7
Propolis D6	0	1
Sulisobenzone	0	1
Eosine	0	1
Mercurialis Perennis 2b Ø	0	2
Calcium, Glucose, Lactic Acid, Magnesium, Potassium, Sodium, Hydrogen Carbonate	0	4
Valerian Root Tincture (1:4-5), Extraction Solvent: Ethanol 70% V/V	0	1
Amlodipine, Hydrochlorothiazide, Candesartan Cilexetil	0	12
Fosfomycin Sodium	0	1
Ornithine L-Form Aspartate	0	1
Cinchocaine Hydrochloride, Hexachlorophene, Prednisolone, Undecylenic Acid	0	1
Dermatophagoides Farinae, Depigmented/Polymerized Extract	0	1
Lappa Major D4, Berberis Vulgaris D5, Taraxacum Officinale D4	0	1
Aurum Metallicum Dil. D9, Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b)	0	1
Hydrocortisone Acetate	0	40
Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate	0	2
Soya Oil	0	3
Dry Extract Of Valerian Root (3-6:1), Extraction Solvent: Ethanol 62% (M/M), Dry Extract Of Melissa Leaf (4-6:1), Extraction Agent: Methanol 30% (V/V)	0	2
Matricaria Recutita D12, Acidum Arsenicosum D5, Atropa Bella-Donna D4, Carbo Vegetabilis D8, Argentum Nitricum D6, Lycopodium Clavatum D5, Semecarp...	0	1
Butalbital, Propyphenazone, Caffeine	0	1
Salviae Herba	0	2
Tremelimumab	0	1
Almasilate	0	3
Ferrum Sidereum Dil. D10 Aquos., Pankreas Bovis Dil. D6	0	1
Nifedipine Bp	0	1
Chlorhexidine Dihydrochloride, Neomycin Sulfate	0	2
Asa Foetida Trit. D 4, Stillingia Sylvatica (Hab 34) Trit. D4, Calcium Phosphoricum Trit. D6, Hekla Lava E Lava Trit. D6, Aranea Diadema Trit. D6, ...	0	1
Cuprum Oxydulatum Rubrum, Nicotiana Tabacum E Foliis Ferm 33b Dil. D1 (Hab, Vs. 33b)	0	1
Hepar Sulfuris Dil. D30, Hepar Sulfuris Dil. D200, Hepar Sulfuris Dil. D12	0	1
Piketoprofen	0	3
Sodium Hyaluronate, Zinc Chloride	0	1
Dry Extract From Black Cohosh, Equivalent To 97 Mg - 155 Mg Of Black Cohosh, Extraction Solvent: Ethanol 75% (V/V)	0	4
Magnesium Carbonate Heavy	0	2
Binimetinib	0	1
Rhamnus Frangula Dry Hydroalcoholic Extract, Standardised, Cascara Dry Hydroalcoholic Extract, Standardised, Fucus Dry Aqueous Extract	0	1
Thymol, Tafluprost	0	1
Aconite Tincture, Codeine Phosphate Hemihydrate, Thymi Extractum Fluidum, Sweet Orange Tincture	0	1
Euphrasia Officinalis Trit. D 2, Pulsatilla Pratensis Trit. D 6	0	1
Myrtol Stand.	0	1
Ceftobiprole Medocaril Sodium	0	3
Xylometazoline Hydrochloride, Carbocisteine	0	2
Argentum Metallicum Dil. D7, Arnica Montana E Planta Tota Ferm 33c Dil. D14 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Be...	0	1
Colistimethate	0	2
Glycine, L-Lysine Acetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Valine...	0	1
Peppermint Tincture (1:19.7-21), Extraction Solvent: Ethanol 90% (V/V)	0	1
Sertaconazole	0	1
Dipotassium Phosphate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate	0	1
Liquid Extract From Ribwort Plantain (Der 1:1), Extraction Solvent: Ethanol 25% (V/V)	0	2
Benzydamine Hydrochloride, Benzocaine	0	1
Ioxitalamate Sodium, Ioxitalamate Meglumine	0	1
Pumpkin Seed, Crushed, Pumpkin Seed Oil	0	1
Taurine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Potassium Chloride, Glucose Monohydrate, Magnesium Sulfat...	0	1
4,4'-Dihydroxybiphenyl	0	1
Eribulin Mesylate	0	17
Methylmethacrylate	0	1
Cantharis Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Equisetum Arvense Ex Herba Ferm 35b Dil. D3 (Hab, Vs. 35b), Vesica Urinaria Bovis Gl Dil. D7 (...	0	1
Vanillin	0	1
Andexanet Alfa	0	1
Gelatine Polysuccinate	0	1
Pancreas Suis Gl Dil. D4 (Hab, Vs. 41a), Pancreas Suis Gl Dil. D6, Pancreas Suis D10, Pancreas Suis D30	0	1
Clindamycin Phosphate, Tretinoin	0	1
Dextromethorphan Hydrobromide Ph. Eur.	0	1
Levomenthol, Boric Acid, Resorcinol, Thymol	0	1
Bacitracin, Hydrocortisone Butyrate, Tixocortol Pivalate, Bronopol, Budesonide, Chlorquinaldol, Clioquinol, Mercaptobenzothiazole, Disperse Blue 10...	0	7
Hypericum Auro Cultum Rh Dil. D3	0	1
Prenoxdiazin Hydrochloride	0	3
Strychnos Ignatii Dil. D12, Nitroglycerinum Dil. D12, Lachesis Dil. D12	0	1
Echinaceae Purpureae Herba Succus Expressus (1.5 - 2.5 : 1)	0	2
Melphalan	0	28
Calcium Chloride, Potassium Chloride, Sodium Acetate, Sodium Chloride, Sodium Lactate, Magnesium Chloride	0	1
Tuaminoheptane Sulfate, Acetylcysteine	0	2
Amantadine Hemisulfate	0	4
Fluorouracil	0	39
Oak Sawdust, Wild Cherry Sawdust, Beech Sawdust, Pine Sawdust	0	11
Cholesterolum Dil D2, Silybum Marianum Dil. D1, Chelidonium Majus Dil. D4, Taraxacum Officinale Dil. D2, Solidago Virgaurea Urtinktur	0	1
Dactylopius Coccus C5, Aconitum Napellus C5, Atropa Bella-Donna C5, Bryonia C5, Drosera C5, Psychotria Ipecacuanha C5	0	1
L-Lysine Acetate, L-Tryptophan, L-Histidine, L-Threonine, L-Tyrosine, Keto-Isoleucine Calcium, Keto-Leucine Calcium, Keto-Valine Calcium, Hydroxi-M...	0	2
Aspergillus Niger E Volumine Cellulae (Lyophil., Steril.) D4	0	1
Human Coagulation Factor Ix, Human Coagulation Factor Vii, Human Coagulation Factor Ii, Human Coagulation Factor X	0	7
Plumbum Metallicum Dil. D8, Atropa Bella-Donna Dil. D6, Strychnos Nux-Vomica Dil. D6, Carbo Vegetabilis Dil. D8, Citrullus Colocynthis Dil. D4	0	1
Sodium Valproate	0	98
Dry Extract Of Common Horse Chestnut	0	2
Magnesium Phosphoricum D200, Manganum Phosphoricum D12, Manganum Phosphoricum D30, Magnesium Phosphoricum Dil. D200, Magnesium Phosphoricum Dil. D1...	0	1
Bromhexine Hydrochloride, Ephedrine Hydrochloride	0	4
Rosemary Leaf	0	6
Tincture Of Valerian Root (1:5), Extraction Liquid: Ethanol 70 V/V, Extract Of Melissa Leaf (1:0.8-1.2), Extraction Solvent: Ethanol 70 % (V/V)	0	1
Agrostis Capillaris L.	0	19
Fel Tauri Gl Dil. D7 (Hab, Vs. 41a), Glandulae Suprarenales Bovis Gl Dil. D7 (Hab, Vs. 41a), Lien Bovis Gl Dil. D7 (Hab, Vs. 41a)	0	1
Nebivolol	0	67
Chamomillae Extractum	0	2
Arnica Montana Trit. D 4, Hamamelis Virginiana Trit. D 3, Sepia Officinalis Trit. D4, Vipera Berus D10	0	1
Corylus Avellana, Alnus, Aluminium Hydroxide	0	1
Glycine, Magnesium Chloride Hexahydrate, Potassium Chloride, Calcium Chloride Dihydrate, L-Lysine Acetate, Glucose Monohydrate, Sodium Acetate Trih...	0	15
Perazine Dimalonate	0	1
Setmelanotide	0	1
Diprophylline	0	1
Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109), Pri...	0	2
Benzyl Alcohol, Macrogol 4000	0	1
Ipratropium Bromide	0	46
Purified Extract Of Glechoma Hederacea (2:1), Extraction Solvent: Ethanol 96% (V/V)	0	1
Tauroursodeoxycholic Acid Dihydrate	0	2
A/California/7/2009(H1n1)-Like Strain (Nymc X-179a)	0	1
Ertugliflozin	0	1
Methylprednisolone Acetate	0	5
Capsella Bursa-Pastoris	0	1
Varicella Virus Oka Strain, (Live, Attenuated) Produced In Human Diploid (Mrc-5) Cells	0	1
Angelica Archangelica Root	0	1
Gelsemium Sempervirens D6, Pulsatilla Pratensis D8, Verbascum Densiflorum Dil. D3, Aconitum Napellus Dil. D4, Citrullus Colocynthis D8	0	1
Pancuronium Bromide	0	4
Clioquinol, Fluocinolone Acetonide	0	3
Dextromethorphan Hydrobromide, Dry Extract From Melissa Leaf, (Der 6-8: 1), Extraction Solvent: Purified Water, Dry Extract From Lime Flower (Der 2...	0	1
Levomenthol, Camphor	0	3
Bacitracin, Propolis Extract, Vitamin A Concentrate (Oily Form), Synthetic, Calendula Tincture	0	1
Hypericum Perforatum (Dry Hydroalcoholic Extract)	0	1
Pressed Juice From Fresh Birch Leaves (1 : 2.05 – 2.40)	0	1
Strychnos Nux-Vomica Dil. D12, Strychnos Nux-Vomica Dil. D30, Strychnos Nux-Vomica Dil. D200, Strychnos Nux-Vomica Dil. D1000	0	1
Edotreotide	0	1
Menadiol Diphosphate	0	1
Calcium Citrate	0	1
Turnera Diffusa D4	0	1
Ambra Grisea D12, Argentum Nitricum D12, Kalium Bromatum D12, Phosphorus D12, Zincum Isovalerianicum D12	0	1
Fluphenazine Decanoate	0	4
Obinutuzumab	0	1
Choline Salicylate, Cetalkonium Chloride	0	5
Danazol	0	4
Labetalol Hydrochloride	0	15
Aster Pollen	0	1
Human Coagulation Factor X	0	1
Poa Pratensis	0	1
Sofosbuvir, Velpatasvir, Voxilaprevir	0	1
Dry Extract Of Fresh Artichoke Leaf (1:30-31), Extraction Solvent: Ethanol 65% V/V, Dry Extract Of Fresh Dandelion Herb With Root (1:17-18), Extrac...	0	1
Magnesium Phosphoricum Trit. D6	0	1
Bromopride	0	1
Rosuvastatin Zinc	0	1
Tioconazole	0	14
Albendazol Micronized	0	1
Felodipine	0	52
Nelarabine	0	1
Chelidonium Majus D5, Raphanus Sativus Niger D7, Rhamnus Frangula D7	0	1
Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Mandragora, Ethanol. Decoctum Ø, Mandragora E Radice...	0	1
Cow Milk Extract	0	2
Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate), Pertussis Toxoid Adsorbed On Aluminium Hydroxide, Pertussis Pertactin Adsorbed On ...	0	1
Phenylephrine Hydrochloride, Mepyramine Maleate	0	2
Sodium Benzoate, 2,4 Dichlorobenzyl Alcohol	0	2
Doxofylline	0	2
Luffa Operculata Dil. D12, Luffa Operculata Dil. D30, Thryallis Glauca Dil. D12, Thryallis Glauca Dil. D4, Thryallis Glauca Dil. D30, Sulfur Dil. D...	0	1
Betaxolol Hydrochloride	0	20
Juniperus Ashei Buchholz	0	34
Rauwolfia Serpentina D4	0	1
Tezepelumab	0	1
Acidum Arsenicosum Dil. D30, Magnesium Phosphoricum Dil. D8, Gnaphalium Polycephalum Dil. D3, Aconitum Dil. D4, Citrullus Colocynthis Dil. D4	0	1
Ethanolamine Tenoate, Lysozyme Hydrochloride	0	1
Mixture Of Allergen Extracts From Ambrosia Artemisiifolia And Artemisia Vulgaris	0	1
Carvedilol, Ivabradine Hydrochloride	0	4
Viscum Album Fraxini Ex Herba Recente Col. D6	0	1
Apis Mellifica Dil. D6, Ferrum Phosphoricum Dil. D8, Bryonia Cretica D6	0	1
Glatiramer Acetate	0	25
Passiflora Incarnata Dry Extract	0	4
Codeine Phosphate Hemihydrate, Ibuprofen Arginine	0	2
Dimenhydrinate, Pyridoxine Hydrochloride	0	1
Lidocaine Hydrochloride Pheur, Fluorescein Sodium Ph. Eur	0	1
Benserazide, Levodopa	0	18
Indapamide, Ramipril	0	5
Protein C	0	1
Sweet Almond Oil, Xylene	0	1
Epinephrine Bitartrate, Lidocaine Hydrochloride	0	15
Mesoglycan	0	1
Calendula Officinalis 2a Ø	0	6
Valeriana Officinalis L. Root Ethanol Dry Extract, Humulus Lupulus Extractum Siccum	0	2
Ammonium Bromatum D4, Citrullus Colocynthis D4, Cuprum Sulfuricum D6, Atropinum Sulfuricum D6, Amanita Muscaria D4, Matricaria Recutita D3, Magnesi...	0	2
Fraxinus Excelsior Pollen Extract	0	2
Oxaceprol	0	2
Cinis E Fructibus Avenae Sativae Cum Magnesio Phosphorico (1:1) Dil. D5 (Hab, Vs. 6), Formica Rufa Ex Animale Toto Gl Dil. D7 (Hab, Vs. 41c), Arnic...	0	1
Destillate Of Melissa Leaf, Clove, Angelica Root, Lavender Flower, Cinnamon, Nutmeg Flower, Nutmeg Seed, Chinese Cinnamon, Spearmint Leaf, Peppermi...	0	1
Lavandulae Flos	0	5
Aurum Metallicum Trit. D6, Cerebellum Bovis Gl Dil. D7 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D7 (Hab, Vs. 41a), Hypophysis Bovis Gl Di...	0	1
Hydrocortisone Acetate, Polymyxin B Sulfate, Oxytetracycline Hydrochloride	0	1
Potassium Chloride, Sodium Chloride, Sodium Sulfate Anhydrous, Macrogol 3350	0	4
Spironolactone Bp	0	2
Dryopteris Filix-Mas, Folium Rec., Ethanol. Digestio 1:3,1, Polypodium Vulgare, Folium Rec., Ethanol. Digestio 1:3,1, Salix Alba / Purpurea / Vimin...	0	1
Matrix M, Mivalsecovatein	0	1
Caffeine	0	10
Sanguinaria Canadensis Trit. D2, Aconitum Napellus Trit. D6, Capsicum Annuum Trit. D4, Chamomilla Recutita Trit. D1, Echinacea Purpurea Trit. D1, H...	0	1
Tribenoside, Lidocaine Hydrochloride	0	3
Alpha Amylase	0	12
Filgrastim	0	10
Nirogacestat	0	1
Chlorhexidine Gluconate, Lidocaine Hydrochloride	0	21
Cyanocobalamin, Glutamine, Dl-Phosphoserine	0	2
Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Phytomenadione, Pyridoxine, Riboflavin, Rutoside, Thiamine, Glycin...	0	1
Heparin Sodium, Diethylamine Salicylate, Escin	0	1
Pipamperone	0	3
Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Lactate	0	1
Dry Extract From Ginseng Root (2.1 - 3.9 : 1): Extraction Medium Ethanol 40 % (V/V)	0	1
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate	0	4
Bismutum Subnitricum Dil. 10, Carbo Vegetabilis Dil. D 10, Cinchona Pubescens Dil. D6, Gentiana Lutea Dil. D 3, Solanum Dulcamara Dil. D 4, Stibium...	0	1
Rhubarb Root Dry Extract	0	1
Ticagrelor	0	165
Aconitum Napellus Rh Dil. D3	0	1
Extract (1: 1.5 - 2.1) From Goldenrod, Potentilla Anserina Herb And Equisetum Stem (4.2:1.4:1): Extraction Solvent: Ethanol 50% (V/V)	0	4
Naloxegol	0	1
Cenegermin	0	1
Zinc Acetate Dihydrate	0	1
Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Renes Bovis Gl Dil. D16 (Hab, Vs. 41a)	0	1
Colophony	0	2
Glycyrrhiza Glabra	0	1
Perindopril Tosilate	0	8
Silibinin Dihemisuccinate Disodium	0	3
Disodium Phosphate Dodecahydrate, Sodium Dihydrogen Phosphate Monohydrate	0	2
Liquid Extract Of Mixture Of Pine Sprout, Sage Leaf, Peppermint Leaf, Thyme, Fennel And Aniseed (2.4:2.4:2:1.6:1:1), Extraction Solvent: Water	0	1
Benzylpenicillin Sodium	0	35
Iris Versicolor D6, Cimicifuga Racemosa D6, Sanguinaria Canadensis D6, Spigelia Anthelmia D6, Gelsemium Sempervirens D6	0	1
Pyridoxine Hydrochloride, L-Cystine	0	2
Tegafur, Gimeracil, Oteracil	0	1
Absinthii Herba	0	1
Erythromycin, Zinc Acetate	0	3
Metoclopramide Hydrochloride, Paracetamol	0	1
Caraway Fruit, Couch Grass Rhizome, Linseed, Cortex Frangulae	0	1
Verapamil Hydrochloride	0	83
Anhydrous Cefadroxil	0	1
Gelsemium Sempervirens Dil. D4, Arum Maculatum Dil. D4, Cuprum Aceticum Dil. D4, Hedera Helix Spag. Peka Dil. D6, Lactuca Virosa Dil. D4, Cochleari...	0	1
Papaverine Hydrochloride, Charcoal, Activated	0	1
Clomethiazole	0	6
Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride, Triprolidine Hydrochloride, Guaifenesin	0	1
Levomenthol, Camphor, Racemic, Mint Oil, Partly Dementholised, Cajuput Oil, Clove Oil	0	2
Barium Chloratum D4, Arnica Montana Dil. D4, Nitroglycerinum D6, Cuprum Aceticum Dil. D6, Nicotiana Tabacum D4, Calcium Iodatum Dil. D4, Secale Cor...	0	1
Hypericum Perforatum L., Herba (Dry Extract)	0	2
Pressed Juice From Fresh Rosemary Herb (1 : 1.8 – 2.2)	0	1
Strychnos Nux-Vomica Dil. D4, Veronica Virginica Dil. D 3, Berberis Vulgaris Urt., Lycopodium Clavatum Dil D 3, Taraxacum Officinale Urt., Yucca Fi...	0	1
Egg, Whole	0	10
Menthae Piperitae Folium, Milk Thistle Fruit, Taraxacum Officinale, Millefolii Herba	0	1
Calcium Folinate Hydrate	0	2
Tyrothricin, Benzocaine, Cetrimonium Bromide	0	1
Ambra Grisea Trit. D 4, Crocus Sativus Trit. D 3, Rauwolfia Serpentina Trit. D 4, Semecarpus Anacardium Trit. D 4, Zincum Metallicum Trit. D 4	0	1
Flutemetamol (18f)	0	1
Odevixibat	0	2
Chromic Chloride, Copper Gluconate, Manganese Gluconate, Potassium Iodide, Sodium Fluoride, Sodium Molybdate, Sodium Selenite, Ferrous Gluconate Hy...	0	1
Daphne Mezereum Dil. D 6, Verbascum Densiflorum Dil. D1, Magnesium Phosphoricum Dil. D6, Citrullus Colocynthis Dil. D2, Dioscorea Villosa Dil. D4, ...	0	1
Lachesis Dil. D200, Lachesis Dil. D30, Lachesis Dil. D1000, Lachesis Dil. D12	0	1
Atorvastatin Calcium	0	52
Human Plasma Protein	0	27
Poliovirus (Inactivated) Type 3 (Saukett Strain), Poliovirus (Inactivated) Type 2 (Mef-1 Strain), Poliovirus Type 1, Inactivated, Strain Brunhilde	0	2
Soft Extract From Thyme (1.7 -2.5: 1), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)	0	3
Dry Extract Of Hedera Helix (5-7.5 : 1), Extracting Solvent: Ethanol 30 % (V/V)	0	3
Magnesium, Sodium Ion, Hydrogen Carbonate	0	1
Bryonia C5, Aluminium Oxydatum C5, Myristica Fragrans C5	0	1
Rucaparib	0	1
Tisotumab Vedotin	0	1
Alendronate Sodium Monohydrate	0	17
